word_index,word,word_phrase,senses,gold_image,gold_pos,gold_sense,prompt
50,student,'enrollee' is a hypernym of the specific sense of 'student'.,"{""n"": [""a learner who is enrolled in an educational institution"", ""a learned person (especially in the humanities); someone who by long study has gained mastery in one or more disciplines""]}",image.815.jpg,n,1.0,"the noun 'student' that can be interpreted as:
 1. a learner who is enrolled in an educational institution
 2. a learned person (especially in the humanities); someone who by long study has gained mastery in one or more disciplines
---
Generate a natural ambiguous sentence using polysemous word 'student' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'student' should be interpreted as 'a learner who is enrolled in an educational institution'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
54,runner,'athlete' is a hypernym of the specific sense of 'runner'.,"{""n"": [""someone who imports or exports without paying duties"", ""someone who travels on foot by running"", ""a person who is employed to deliver messages or documents"", ""a baseball player on the team at bat who is on base (or attempting to reach a base)"", ""a horizontal branch from the base of plant that produces new plants from buds at its tips"", ""a trained athlete who competes in foot races"", ""(football) the player who is carrying (and trying to advance) the ball on an offensive play"", ""a long narrow carpet"", ""device consisting of the parts on which something can slide along"", ""fish of western Atlantic: Cape Cod to Brazil""]}",image.878.jpg,n,6.0,"the noun 'runner' that can be interpreted as:
 1. someone who imports or exports without paying duties
 2. someone who travels on foot by running
 3. a person who is employed to deliver messages or documents
 4. a baseball player on the team at bat who is on base (or attempting to reach a base)
 5. a horizontal branch from the base of plant that produces new plants from buds at its tips
 6. a trained athlete who competes in foot races
 7. (football) the player who is carrying (and trying to advance) the ball on an offensive play
 8. a long narrow carpet
 9. device consisting of the parts on which something can slide along
 10. fish of western Atlantic: Cape Cod to Brazil
---
Generate a natural ambiguous sentence using polysemous word 'runner' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'runner' should be interpreted as 'a trained athlete who competes in foot races'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
55,beatification,'sanctification' is a hypernym of the specific sense of 'beatification'.,"{""n"": [""a state of supreme happiness"", ""the action of rendering supremely blessed and extremely happy"", ""(Roman Catholic Church) an act of the Pope who declares that a deceased person lived a holy life and is worthy of public veneration; a first step toward canonization""]}",image.893.jpg,n,3.0,"the noun 'beatification' that can be interpreted as:
 1. a state of supreme happiness
 2. the action of rendering supremely blessed and extremely happy
 3. (Roman Catholic Church) an act of the Pope who declares that a deceased person lived a holy life and is worthy of public veneration; a first step toward canonization
---
Generate a natural ambiguous sentence using polysemous word 'beatification' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'beatification' should be interpreted as '(Roman Catholic Church) an act of the Pope who declares that a deceased person lived a holy life and is worthy of public veneration; a first step toward canonization'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
61,enlightenment,'beatitude' is a hypernym of the specific sense of 'enlightenment'.,"{""n"": [""education that results in understanding and the spread of knowledge"", ""(Hinduism and Buddhism) the beatitude that transcends the cycle of reincarnation; characterized by the extinction of desire and suffering and individual consciousness"", ""a movement in Europe from about 1650 until 1800 that advocated the use of reason and individualism instead of tradition and established doctrine""]}",image.997.jpg,n,2.0,"the noun 'enlightenment' that can be interpreted as:
 1. education that results in understanding and the spread of knowledge
 2. (Hinduism and Buddhism) the beatitude that transcends the cycle of reincarnation; characterized by the extinction of desire and suffering and individual consciousness
 3. a movement in Europe from about 1650 until 1800 that advocated the use of reason and individualism instead of tradition and established doctrine
---
Generate a natural ambiguous sentence using polysemous word 'enlightenment' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'enlightenment' should be interpreted as '(Hinduism and Buddhism) the beatitude that transcends the cycle of reincarnation; characterized by the extinction of desire and suffering and individual consciousness'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
65,pica,'eating-disorder' is a hypernym of the specific sense of 'pica'.,"{""n"": [""an eating disorder, frequent in children, in which non-nutritional objects are eaten persistently"", ""a linear unit (1/6 inch) used in printing"", ""magpies""]}",image.1058.jpg,n,1.0,"the noun 'pica' that can be interpreted as:
 1. an eating disorder, frequent in children, in which non-nutritional objects are eaten persistently
 2. a linear unit (1/6 inch) used in printing
 3. magpies
---
Generate a natural ambiguous sentence using polysemous word 'pica' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'pica' should be interpreted as 'an eating disorder, frequent in children, in which non-nutritional objects are eaten persistently'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
68,subsidence,'collapse' is a hypernym of the specific sense of 'subsidence'.,"{""n"": [""an abatement in intensity or degree (as in the manifestations of a disease)"", ""a gradual sinking to a lower level"", ""the sudden collapse of something into a hollow beneath it""]}",image.1103.jpg,n,2.0,"the noun 'subsidence' that can be interpreted as:
 1. an abatement in intensity or degree (as in the manifestations of a disease)
 2. a gradual sinking to a lower level
 3. the sudden collapse of something into a hollow beneath it
---
Generate a natural ambiguous sentence using polysemous word 'subsidence' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'subsidence' should be interpreted as 'a gradual sinking to a lower level'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
72,bottle,'store' is a hypernym of the specific sense of 'bottle'.,"{""n"": [""a glass or plastic vessel used for storing drinks or other liquids; typically cylindrical without handles and with a narrow neck that can be plugged or capped"", ""the quantity contained in a bottle"", ""a vessel fitted with a flexible teat and filled with milk or formula; used as a substitute for breast feeding infants and very young children""], ""v"": [""store (liquids or gases) in bottles"", ""put into bottles""]}",image.1160.jpg,n,1.0,"the noun 'bottle' that can be interpreted as:
 1. a glass or plastic vessel used for storing drinks or other liquids; typically cylindrical without handles and with a narrow neck that can be plugged or capped
 2. the quantity contained in a bottle
 3. a vessel fitted with a flexible teat and filled with milk or formula; used as a substitute for breast feeding infants and very young children
---
Generate a natural ambiguous sentence using polysemous word 'bottle' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'bottle' should be interpreted as 'a glass or plastic vessel used for storing drinks or other liquids; typically cylindrical without handles and with a narrow neck that can be plugged or capped'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
87,hoard,'fund' is a hypernym of the specific sense of 'hoard'.,"{""n"": [""a secret store of valuables or money""], ""v"": [""save up as for future use"", ""get or gather together""]}",image.1375.jpg,n,1.0,"the noun 'hoard' that can be interpreted as:
 1. a secret store of valuables or money
---
Generate a natural ambiguous sentence using polysemous word 'hoard' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'hoard' should be interpreted as 'a secret store of valuables or money'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
91,ogre,'giant' is a hypernym of the specific sense of 'ogre'.,"{""n"": [""a cruel wicked and inhuman person"", ""(folklore) a giant who likes to eat human beings""]}",image.1432.jpg,n,2.0,"the noun 'ogre' that can be interpreted as:
 1. a cruel wicked and inhuman person
 2. (folklore) a giant who likes to eat human beings
---
Generate a natural ambiguous sentence using polysemous word 'ogre' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'ogre' should be interpreted as '(folklore) a giant who likes to eat human beings'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
94,discrimination,'control' is a hypernym of the specific sense of 'discrimination'.,"{""n"": [""unfair treatment of a person or group on the basis of prejudice"", ""the cognitive process whereby two or more stimuli are distinguished""]}",image.1473.jpg,n,1.0,"the noun 'discrimination' that can be interpreted as:
 1. unfair treatment of a person or group on the basis of prejudice
 2. the cognitive process whereby two or more stimuli are distinguished
---
Generate a natural ambiguous sentence using polysemous word 'discrimination' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'discrimination' should be interpreted as 'unfair treatment of a person or group on the basis of prejudice'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
95,yaws,'infectious' is a hypernym of the specific sense of 'yaws'.,"{""n"": [""an infectious tropical disease resembling syphilis in its early stages; marked by red skin eruptions and ulcerating lesions"", ""an erratic deflection from an intended course""], ""v"": [""be wide open"", ""deviate erratically from a set course"", ""swerve off course momentarily""]}",image.1492.jpg,n,1.0,"the noun 'yaws' that can be interpreted as:
 1. an infectious tropical disease resembling syphilis in its early stages; marked by red skin eruptions and ulcerating lesions
 2. an erratic deflection from an intended course
---
Generate a natural ambiguous sentence using polysemous word 'yaws' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'yaws' should be interpreted as 'an infectious tropical disease resembling syphilis in its early stages; marked by red skin eruptions and ulcerating lesions'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
96,rosinweed,'flower' is a hypernym of the specific sense of 'rosinweed'.,"{""n"": [""North American perennial having a resinous odor and yellow flowers"", ""any of various western American plants of the genus Grindelia having resinous leaves and stems formerly used medicinally; often poisonous to livestock""]}",image.1509.jpg,n,1.0,"the noun 'rosinweed' that can be interpreted as:
 1. North American perennial having a resinous odor and yellow flowers
 2. any of various western American plants of the genus Grindelia having resinous leaves and stems formerly used medicinally; often poisonous to livestock
---
Generate a natural ambiguous sentence using polysemous word 'rosinweed' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'rosinweed' should be interpreted as 'North American perennial having a resinous odor and yellow flowers'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
100,loafer,'shoe' is a hypernym of the specific sense of 'loafer'.,"{""n"": [""person who does no work"", ""a low leather step-in shoe; the top resembles a moccasin but it has a broad flat heel""]}",image.1570.jpg,n,2.0,"the noun 'loafer' that can be interpreted as:
 1. person who does no work
 2. a low leather step-in shoe; the top resembles a moccasin but it has a broad flat heel
---
Generate a natural ambiguous sentence using polysemous word 'loafer' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'loafer' should be interpreted as 'a low leather step-in shoe; the top resembles a moccasin but it has a broad flat heel'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
102,disa,'orchid' is a hypernym of the specific sense of 'disa'.,"{""n"": [""any orchid of the genus Disa; beautiful orchids with dark green leaves and usually hooded flowers; much prized as emblematic flowers in their native regions"", ""a combat support agency in the Department of Defense responsible for developing and operating and supporting information systems to serve the needs of the President and the Secretary of Defense and the Joint Chiefs of Staff""]}",image.1597.jpg,n,1.0,"the noun 'disa' that can be interpreted as:
 1. any orchid of the genus Disa; beautiful orchids with dark green leaves and usually hooded flowers; much prized as emblematic flowers in their native regions
 2. a combat support agency in the Department of Defense responsible for developing and operating and supporting information systems to serve the needs of the President and the Secretary of Defense and the Joint Chiefs of Staff
---
Generate a natural ambiguous sentence using polysemous word 'disa' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'disa' should be interpreted as 'any orchid of the genus Disa; beautiful orchids with dark green leaves and usually hooded flowers; much prized as emblematic flowers in their native regions'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
103,dagger,'knife' is a hypernym of the specific sense of 'dagger'.,"{""n"": [""a short knife with a pointed blade used for piercing or stabbing"", ""a character used in printing to indicate a cross reference or footnote""]}",image.1609.jpg,n,1.0,"the noun 'dagger' that can be interpreted as:
 1. a short knife with a pointed blade used for piercing or stabbing
 2. a character used in printing to indicate a cross reference or footnote
---
Generate a natural ambiguous sentence using polysemous word 'dagger' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'dagger' should be interpreted as 'a short knife with a pointed blade used for piercing or stabbing'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
104,farmer,'creator' is a hypernym of the specific sense of 'farmer'.,"{""n"": [""a person who operates a farm"", ""United States civil rights leader who in 1942 founded the Congress of Racial Equality (born in 1920)"", ""an expert on cooking whose cookbook has undergone many editions (1857-1915)""]}",image.1621.jpg,n,1.0,"the noun 'farmer' that can be interpreted as:
 1. a person who operates a farm
 2. United States civil rights leader who in 1942 founded the Congress of Racial Equality (born in 1920)
 3. an expert on cooking whose cookbook has undergone many editions (1857-1915)
---
Generate a natural ambiguous sentence using polysemous word 'farmer' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'farmer' should be interpreted as 'a person who operates a farm'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
108,led,'diode' is a hypernym of the specific sense of 'led'.,"{""n"": [""diode such that light emitted at a p-n junction is proportional to the bias current; color depends on the material used""], ""v"": [""take somebody somewhere"", ""have as a result or residue"", ""tend to or result in"", ""travel in front of; go in advance of others"", ""cause to undertake a certain action"", ""stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point"", ""be in charge of"", ""be ahead of others; be the first"", ""be conducive to"", ""lead, as in the performance of a composition"", ""lead, extend, or afford access"", ""move ahead (of others) in time or space"", ""cause something to pass or lead somewhere"", ""preside over""]}",image.1683.jpg,n,1.0,"the noun 'led' that can be interpreted as:
 1. diode such that light emitted at a p-n junction is proportional to the bias current; color depends on the material used
---
Generate a natural ambiguous sentence using polysemous word 'led' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'led' should be interpreted as 'diode such that light emitted at a p-n junction is proportional to the bias current; color depends on the material used'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
110,schooling,'pedagogy' is a hypernym of the specific sense of 'schooling'.,"{""n"": [""the act of teaching at school"", ""the process of being formally educated at a school"", ""the training of an animal (especially the training of a horse for dressage)""], ""v"": [""educate in or as if in a school"", ""teach or refine to be discriminative in taste or judgment"", ""swim in or form a large group of fish""]}",image.1715.jpg,n,2.0,"the noun 'schooling' that can be interpreted as:
 1. the act of teaching at school
 2. the process of being formally educated at a school
 3. the training of an animal (especially the training of a horse for dressage)
---
Generate a natural ambiguous sentence using polysemous word 'schooling' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'schooling' should be interpreted as 'the process of being formally educated at a school'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
112,dram,'unit' is a hypernym of the specific sense of 'dram'.,"{""n"": [""a unit of apothecary weight equal to an eighth of an ounce or to 60 grains"", ""1/16 ounce or 1.771 grams"", ""the basic unit of money in Armenia""]}",image.1190.jpg,n,3.0,"the noun 'dram' that can be interpreted as:
 1. a unit of apothecary weight equal to an eighth of an ounce or to 60 grains
 2. 1/16 ounce or 1.771 grams
 3. the basic unit of money in Armenia
---
Generate a natural ambiguous sentence using polysemous word 'dram' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'dram' should be interpreted as 'the basic unit of money in Armenia'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
113,fir,'conifer' is a hypernym of the specific sense of 'fir'.,"{""n"": [""nonresinous wood of a fir tree"", ""any of various evergreen trees of the genus Abies; chiefly of upland areas""]}",image.1752.jpg,n,2.0,"the noun 'fir' that can be interpreted as:
 1. nonresinous wood of a fir tree
 2. any of various evergreen trees of the genus Abies; chiefly of upland areas
---
Generate a natural ambiguous sentence using polysemous word 'fir' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'fir' should be interpreted as 'any of various evergreen trees of the genus Abies; chiefly of upland areas'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
115,rainbow,'arc' is a hypernym of the specific sense of 'rainbow'.,"{""n"": [""an arc of colored light in the sky caused by refraction of the sun's rays by rain"", ""an illusory hope""]}",image.1780.jpg,n,1.0,"the noun 'rainbow' that can be interpreted as:
 1. an arc of colored light in the sky caused by refraction of the sun's rays by rain
 2. an illusory hope
---
Generate a natural ambiguous sentence using polysemous word 'rainbow' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'rainbow' should be interpreted as 'an arc of colored light in the sky caused by refraction of the sun's rays by rain'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
119,drama,'style' is a hypernym of the specific sense of 'drama'.,"{""n"": [""a dramatic work intended for performance by actors on a stage"", ""an episode that is turbulent or highly emotional"", ""the literary genre of works intended for the theater"", ""the quality of being arresting or highly emotional""]}",image.525.jpg,n,3.0,"the noun 'drama' that can be interpreted as:
 1. a dramatic work intended for performance by actors on a stage
 2. an episode that is turbulent or highly emotional
 3. the literary genre of works intended for the theater
 4. the quality of being arresting or highly emotional
---
Generate a natural ambiguous sentence using polysemous word 'drama' once so that the sentence can be interpreted in more than one meaning.
In the generated sentence, the noun 'drama' should be interpreted as 'the literary genre of works intended for the theater'. However, the sentence should not imply any of the given definitions too strongly. The sentence should be natural and commonly used in daily life.
Suggest your final sentence in the format 'Generated Sentence: [your sentence]'. Do not include any explanation, and end your generation after providing the sentence."
